,Chapter,Verse,Eknath Easwaran,Mahatma Gandhi,Shri Swami Purohit,Google Translator,Easwaran - Google,Gandhi - Google,Purohit - Google
248,11,43," nonviolence, charity, equanimity, contentment, and perseverance in spiritual disciplines  all the different qualities found in living creatures have their source in me. ","  Recount to me yet again, in full detail, Your unique power and Your  immanence, O Krishna! For my ears cannot be sated with listening to Your  life-giving words.  The Lord Said:   "," I am the Wind among purifiers, the King Rama among warriors; I am the Crocodile among the fishes, and I am the Ganges among rivers. "," You have explained the origin and end of every creature, O lotus-eyed one, and told me of your own supreme, limitless existence. ",0.37184113,0.4980145,0.441393
249,11,44,  The seven great sages and the four ancient ancestors were born from my mind and received my power. From them came all the creatures of this world. ,"  Yea, I will unfold to you, O Arjuna, My divine manifestations,—the  chief only; for there is no limit to their extent.   "," I am the Beginning, the Middle and the End in creation; among sciences, I am the science of Spirituality; I am the Discussion among disputants. ","  Just as you have described your infinite glory, O Lord, now I long to see it. I want to see you as the supreme ruler of creation. ",0.42332923,0.5766956,0.38271278
250,11,45, Whoever understands my power and the mystery of my manifestations comes without doubt to be united with me. ,"  I am the soul, O Arjuna, seated in the heart of every being; I am the  beginning, the middle and the end of all beings.   ", Of letters I am A; I am the copulative in compound words; I am Time inexhaustible; and I am the all-pervading Preserver. ," O Lord, master of yoga, if you think me strong enough to behold it, show me your immortal Self. ",0.41732493,0.46394086,0.12490244
251,11,46,  I am the source from which all creatures evolve. The wise remember this and worship me with loving devotion. ,"  Of the Adityas I am Vishnu; of luminaries, the radiant Sun; of Maruts, I am  Marichi; of constellations, the moon.   "," I am all-devouring Death; I am the Origin of all that shall happen; I am Fame, Fortune, Speech, Memory, Intellect, Constancy and Forgiveness. ","  KRISHNA:  Behold, Arjuna, a million divine forms, with an infinite variety of color and shape. ",0.38873318,0.48483038,0.3882591
252,11,47," Their thoughts are all absorbed in me, and all their vitality flows to me. Teaching one another, talking about me always, they are happy and fulfilled. ",  Of the Vedas I am the Sama Veda; of the gods Indra; of the senses I am the  mind; of beings I am the consciousness.   ," Of hymns I am Brihatsama, of metres I am Garatri, among the months I am Margasheersha (December), and I am the Spring among seasons. "," Behold the gods of the natural world, and many more wonders never revealed before. ",0.26518065,0.32402915,0.24263537
253,11,48,"  To those steadfast in love and devotion I give spiritual wisdom, so that they may come to me. ",  Of Rudras I am Shankara; of Yakshas and Rakshasas Kubera; of Vasus I am  the Fire; of mountains Meru.   , I am the Gambling of the cheat and the Splendour of the splendid; I am Victory; I am Effort; and I am the Purity of the pure. ," Behold the entire cosmos turning within my body, and the other things you desire to see. ",0.3697673,0.32911044,0.27038383
254,11,49, Out of compassion I destroy the darkness of their ignorance. From within them I light the lamp of wisdom and dispel all darkness from their lives. ,"  Of priests, O Arjuna, know Me to be the chief Brihaspati; of army captains I  am Kartikeya; and of waters the ocean.   "," I am Shri Krishna among the Vishnu-clan and Arjuna among the Pandavas; of the saints I am Vyasa, and I am Shukracharya among the sages. ",  But these things cannot be seen with your physical eyes; therefore I give you spiritual vision to perceive my majestic power. ,0.40821886,0.3165026,0.2166835
255,11,50,"  ARJUNA:  You are Brahman supreme, the highest abode, the supreme purifier, the self-luminous, eternal spirit, first among the gods, unborn and infinite. ","  Of the great seers I am Bhrigu; of words I am the one syllable ‘AUM'; of  sacrifices I am the Japa sacrifice; of things immovable, the Himalaya.   "," I am the Sceptre of rulers, the Strategy of the conquerors, the Silence of mystery, the Wisdom of the wise. ","  SANJAYA:  Having spoken these words, Krishna, the master of yoga, revealed to Arjuna his most exalted, lordly form. ",0.70038563,0.47098833,0.3414353
256,11,51," The great sages and seers  Narada, Asita, Devala, and Vyasa too  have acclaimed you thus; now you have declared it to me yourself. ","  Of all trees I am Ashvattha; of the divine seers, Narada; of the heavenly  choir I am Chitraratha; of the perfected I am Kapila the ascetic.   "," I am the Seed of all being, O Arjuna! No creature moving or unmoving can live without Me. ","  He appeared with an infinite number of faces, ornamented by heavenly jewels, displaying unending miracles and the countless weapons of his power. ",0.23854335,0.29176468,0.2620247
257,11,52,"  Now, O Krishna, I believe that everything you have told me is divine truth. O Lord, neither gods nor demons know your real nature. ","  Of horses, Know Me to be the Uchchaihshravas born with immortality; of mighty  elephants I am Airavata; of men, the monarch.   ", O Arjuna! The aspects of My divine life are endless. I have mentioned but a few by way of illustration. ," Clothed in celestial garments and covered with garlands, sweet-smelling with heavenly fragrances, he showed himself as the infinite Lord, the source of all wonders, whose face is everywhere. ",0.27977565,0.35214055,0.4375562
258,11,53," Indeed, you alone know yourself, O supreme spirit. You are the source of being and the master of every creature, God of gods, the Lord of the universe. ","  Of weapons, I am Vajra; of cows, Kamadhenu; I am Kandarpa, the god of  generation; of serpants I am Vasuki.   "," Whatever is glorious, excellent, beautiful and mighty, be assured that it comes from a fragment of My splendour. "," If a thousand suns were to rise in the heavens at the same time, the blaze of their light would resemble the splendor of that supreme spirit. ",0.38573337,0.23361407,0.49740365
259,11,54,"  Tell me all your divine attributes, leaving nothing unsaid. Tell me of the glories with which you fill the cosmos. ","  Of cobras I am Anata; of water-dwellers I am Varuna; of the manes I am  Aryaman; and of the chastisers, Yama.   ", But what is the use of all these details to you? O Arjuna! I sustain this universe with only small part of Myself.” ,"  There, within the body of the God of gods, Arjuna saw all the manifold forms of the universe united as one. ",0.35520673,0.3475591,0.5137682
260,11,55," Krishna, you are a supreme master of yoga. Tell me how I should meditate to gain constant awareness of you. In what things and in what ways should I meditate on you? ","  Of demons I am Prahlada; of reckoners, the time; of beasts I am the lion; and  of birds, Garuda.   ","The Supreme Personality of Godhead said: O mighty-armed one, please hear from me the supreme words of the Supreme Personality of Godhead. For the sake of my beloved, I shall now speak to you.  ॥"," Filled with amazement, his hair standing on end in ecstasy, he bowed before the Lord with joined palms and spoke these words. ",0.2667341,0.26309398,0.48246837
261,12,1,"I do not know the origin of the demigods, nor the great sages, for I am the origin of all the demigods and the great sages.  ॥",Among the Vedas I am the Sāma Veda among the demigods I am Vāsava among the senses I am the mind of the senses I am the consciousness of all living beings  ॥,"Or else, O Arjuna, what is the use of this great thing? I am sitting in the entire universe with one part of the universe.  ॥","  O Lord, your presence fills the heavens and the earth and reaches in every direction. I see the three worlds trembling before this vision of your wonderful and terrible form. ",0.34723452,0.4301033,0.37852448
262,12,2,"He who knows Me as the origin of the universe and the Supreme Personality of Godhead, who is not deluded by the Supreme Personality of Godhead, is freed from all sins.  ॥",Among the Rudras I am Lord Śiva among the Rudras and among the Yakshas and Rākṣasas I am the fire among the Vasus and among the peaks I am the fire  ॥, ARJUNA:  Out of compassion you have taught me the supreme mystery of the Self. Through your words my delusion is gone. ,"  The gods enter your being, some calling out and greeting you in fear. Great saints sing your glory, praying, May all be well! ",0.36596584,0.31773037,0.28464335
